"id","loss"
4,1783.9516483332
6,2248.41684031604
9,7395.47157084763
12,5120.61804494932
15,882.095543786942
17,2310.04594176215
21,2053.4221764422
28,1111.12189522059
32,2435.00992394881
43,3049.92331806219
46,3097.69444851486
50,1104.98566404399
54,1340.69985943959
62,1891.8306454063
70,2114.08450997913
71,4979.88882032329
75,1998.90430857207
77,2587.5851052957
81,2214.14543657174
83,2262.56323914821
87,1968.38596883044
97,2187.07698761002
103,1447.72957870721
119,1370.46801402709
120,2033.67686175399
127,1131.51697493056
138,3708.45295742353
141,2737.83680857991
148,968.750122653281
150,2517.98916879051
151,2033.75461541653
158,1655.11771300873
160,6040.52801760054
165,2383.99862865995
168,3666.58907432557
169,3185.18839860872
177,2760.32797524597
178,3279.99159052571
184,1898.15112063317
194,8373.05409201609
198,1724.43822657274
203,4188.68759118772
211,2470.25511250927
217,1257.59421927437
219,1606.66265215686
221,4266.3782068255
227,2034.09868122863
230,1553.89613560174
235,1725.14953182834
240,825.603813221542
243,2948.20685663083
249,5851.19270866427
253,2708.93012513132
258,1474.73612156871
261,1680.04601717535
263,3749.9073842047
264,2684.58792965178
265,4577.11889980228
268,1758.27861714322
271,1481.50893049254
274,5580.5457627025
275,889.823024683477
279,1700.58449013139
282,1629.70749124881
286,2903.67549261397
288,1385.22954167256
294,2487.33961247814
296,1111.52332969487
297,1494.2236912171
300,908.25228087239
303,7852.96314232408
314,1250.70122561402
315,4198.63913120179
321,2212.87374618555
323,4477.23471450568
330,3536.99475312928
341,1868.399800935
342,4135.9117706894
352,1739.08698522648
353,3773.14583358467
360,4755.80121853616
361,2181.74230257621
362,3365.74628251877
366,1296.08140520229
372,3583.96355193779
376,2683.5688799712
377,2567.86569436576
379,1517.25361766471
380,3450.22197087935
387,1662.5995763342
392,2062.13934530312
394,8956.24490856519
395,1621.96241440914
397,1626.34545734572
407,4745.73043695312
411,7188.66572325515
416,2455.50434827031
417,1601.95217933922
419,3019.54976195997
428,4955.89698999485
431,2267.66119479218
436,6723.35761597778
438,1650.6206143657
445,5763.49967047486
446,5886.27121705613
455,1357.6069175898
456,1262.73540400033
461,989.409828441589
463,1827.21077027796
464,3269.75496886138
466,1645.93988013813
467,1663.49594204959
470,1308.31509264852
475,1580.52489826389
482,2450.27738259981
490,3148.50451472932
496,1862.75804072731
497,4373.19802227301
508,2856.09077385703
510,1586.97552600369
512,2107.10585570766
513,3674.98347257239
523,1931.90875678706
531,4783.79778533051
532,2295.8457456059
533,1554.96277144136
537,1308.01880283239
544,4800.29866212889
547,2963.23039103993
556,7323.68116584083
565,1367.17574786605
566,1263.60473052038
571,1608.62876594158
573,1831.16822420268
574,966.31668594352
581,1814.83883187253
585,1960.77282435136
589,2030.94761377165
597,1844.1667207379
601,3080.34565574311
602,1714.96218659726
613,1719.51220731617
616,1453.37031431118
619,2179.23939299416
622,2008.33493444829
623,2111.51051017781
629,1687.75803629156
634,1494.96547712648
638,1131.41983620816
642,1198.49995355461
643,2106.14125761
645,1169.86950210252
648,5845.68403952823
652,1557.32589942006
664,1087.25319704399
666,2051.74333452523
672,1088.13738719702
676,1844.41529318574
678,3536.09320128979
682,1723.23282048142
686,2613.04096164084
688,2589.62754147641
689,1451.94000838647
690,1750.89888722619
692,8352.40215174381
695,1763.27416471911
697,3822.97529481289
698,2034.49500844959
706,2375.05029223477
708,1611.4459011154
712,2838.86806898418
715,3989.41262777116
717,1359.09010211379
725,3029.52248908673
729,1210.75212278098
737,1420.75043155454
739,5146.97220174246
747,3708.30013737194
753,2782.94581081431
758,2572.85779517707
759,2221.51022092117
763,1573.48603550506
773,4174.1549590999
774,2214.3031498553
776,1620.81338176427
788,3297.05196958696
790,2255.66602674362
794,1312.76426793936
801,2493.746666468
802,1531.05482155494
805,1542.57307098651
809,4680.69053635269
812,1667.59949207788
825,2298.86092899839
828,2007.97272659879
830,1753.48579638872
833,1301.52372363587
850,5108.11992571176
852,5622.78372449737
862,1279.51973221957
863,1574.28706019582
864,1494.88061588617
865,3249.20091823663
868,5477.8240526697
872,1576.66773727464
879,5274.00168683133
880,1477.36150075863
883,1475.91123955399
886,1524.21399295815
923,1798.74269460851
924,1452.89419628287
932,1447.79322153013
945,5511.33727044053
947,6034.62104371782
948,1844.80527164724
955,3010.66708375981
963,4090.80721379149
979,1314.79837663741
989,1570.0070078371
994,3028.32462527015
995,1689.15469027083
998,1597.09716433921
1000,3441.84904450672
1018,1746.74412035988
1019,2304.22865973772
1028,1888.27970355974
1034,1411.55208572661
1038,1799.72746337818
1040,1461.38868379422
1042,1466.24727968028
1057,5882.16894556171
1058,2044.48172400177
1063,1170.68494415154
1066,3765.65808377345
1071,3913.70229960286
1073,4373.97876903894
1074,2679.24090388596
1077,3104.96723671737
1080,6940.05692822344
1088,1077.73399972293
1096,958.654399433266
1097,9009.90294944975
1105,5210.89842442934
1115,1801.41213194483
1116,2554.04220616942
1122,2265.49941810024
1130,4336.33270909749
1133,1169.30329069354
1137,2180.50584281702
1140,2129.93208600716
1143,6993.13417455509
1149,5146.29404183393
1150,997.322318552157
1153,952.212666133397
1157,1021.65252187873
1180,768.223557923893
1183,1002.65750049685
1188,1654.67016493946
1193,1142.52597972736
1200,915.845664381921
1209,3271.94291811415
1214,2011.24844435892
1219,2034.50885986577
1223,5456.14140213626
1227,959.239633533787
1228,1535.18855653401
1229,3659.5892313174
1233,1236.77032766562
1238,4474.43432236452
1239,1771.44697271102
1241,3303.71172498746
1243,1914.877371725
1244,1200.13671020208
1245,3877.43681681757
1277,3563.14488378227
1279,3413.63890493788
1292,7388.44852176034
1293,1510.86539516354
1299,8898.79420381326
1304,2922.22710460173
1313,3616.46124108349
1328,2228.2628684496
1330,1138.55387421878
1334,1648.25100389431
1335,1335.84479119985
1336,4362.37727183705
1341,1182.51014914593
1344,1336.46228455035
1351,1206.89543891884
1352,2385.7118800943
1354,1559.60578564484
1368,3974.34939201467
1373,1382.20732904566
1375,881.567821528654
1381,1757.20599777419
1384,3207.52458592867
1385,3634.04478969502
1388,5125.88252753992
1401,4460.28860152789
1402,2398.63841642656
1404,1488.61024436607
1406,1645.7594453482
1409,1144.95889285755
1422,1451.16036310872
1429,2631.76267936181
1433,5109.49702751224
1438,1082.39548522084
1444,1331.99162420525
1446,1337.61223045057
1450,1174.823852292
1451,916.669090668964
1454,1967.88558654449
1458,2495.78976170152
1461,3128.16719679294
1464,5000.37062509527
1465,1199.04821723959
1478,1866.12174042361
1479,1554.25244532329
1480,2528.75589062775
1484,2054.37224830453
1486,1103.15748477952
1488,1005.84045919953
1489,3322.53408719487
1491,1168.16635072897
1507,2432.51700970543
1515,1939.71810926051
1519,2599.99303214793
1528,1780.76894832351
1529,1169.07674109941
1530,2793.32729055884
1532,1228.95269653917
1541,1648.36205288957
1542,3346.43258513894
1547,1402.91872804707
1549,1160.44432527326
1553,2185.60796293356
1554,2685.94722278484
1555,1393.54876933337
1559,1567.61755565045
1565,1419.07888127805
1568,1173.92732893971
1576,3421.25620807416
1579,972.562710514354
1592,1196.70526089329
1596,2995.07086881852
1605,1000.36351007471
1607,1592.35351353935
1612,2010.99329296807
1617,2979.95676264198
1619,2456.39086641868
1620,6675.75202412484
1624,2175.05786536439
1627,1383.73734913078
1633,1928.07464438196
1636,1449.41261857061
1639,1312.75272650795
1640,3319.56902949539
1644,1254.95062091773
1646,1637.23930157899
1647,2390.66202901539
1654,1421.48324383327
1655,3343.06219245364
1664,5449.96312107036
1665,2164.21394175767
1667,3654.89539836073
1669,1172.71716422706
1678,1780.27692273637
1682,2321.06342300501
1689,1322.79808599434
1690,2677.30298053616
1693,4772.70258015584
1695,931.743501857302
1705,1995.70760214003
1706,2326.78847803138
1708,1967.31297664543
1716,2163.33026841935
1720,7298.3525959303
1722,1789.09710005422
1749,4114.61910796647
1750,1788.76326472776
1751,5724.22837288367
1760,2257.5484690531
1763,3591.33963350749
1770,1701.94800804333
1777,1982.58936052439
1785,4037.57545975972
1791,1471.98250062017
1794,4116.16241194991
1800,1485.05825705247
1816,1268.83855408653
1817,1488.02497115337
1821,2882.47251935076
1836,1409.63441315507
1838,1675.05211948511
1851,2042.98921851481
1852,3144.2568187403
1854,2427.55579519982
1856,980.761121674587
1865,858.878724663727
1872,1222.96709961943
1878,911.13876008378
1880,1155.78485143526
1881,1398.91558226304
1882,1815.50474165662
1886,947.441537915064
1892,1764.09441399645
1894,2326.28489396535
1898,2228.3010789871
1899,2657.89040825061
1902,1343.45951802765
1903,4103.63441101489
1906,1489.93047006957
1910,2272.20851219009
1911,1922.18005121162
1914,2965.7563699092
1929,3274.23827075844
1932,1445.6793959541
1952,1162.49189722489
1959,1322.87505737103
1960,1690.41175103496
1976,3158.07596293212
1980,2919.77751127938
1981,1920.07121666721
1987,2033.73224764726
1994,1696.28729501427
2000,1156.2924399765
2008,2203.50810153081
2011,2532.5123556827
2012,5384.79945176279
2019,1890.03498645071
2022,3223.60276353962
2024,5455.55886752358
2028,1071.26656060716
2030,3479.08258000766
2031,6924.01866486701
2047,1906.39117510301
2049,928.88962049251
2050,1541.26070614421
2051,3802.43300809045
2056,1812.73588753804
2057,1287.3324244627
2059,2292.77595596105
2069,3488.70180750816
2085,2306.66104676573
2089,1219.87165411589
2090,1486.79390334118
2101,2567.20850143541
2114,2090.18247314636
2115,1455.91719168589
2118,1350.53297821499
2119,2030.71146295518
2125,1508.71710102653
2128,3404.87887289148
2129,1559.46315370415
2132,1921.24320689295
2133,2426.18546228991
2135,963.256359344502
2136,1824.32544374336
2143,1239.5614144624
2144,1243.16559111255
2145,2933.9898353559
2152,2611.12614804546
2160,2689.24355161855
2166,1637.3015031736
2169,1277.24697993396
2170,1829.93177959957
2172,1675.31857858444
2181,1999.55658429059
2183,1784.6385791032
2185,2997.93638663395
2188,2129.22559828846
2189,2262.63956603876
2194,3893.7429032316
2202,1505.85066829024
2208,3003.28713957314
2227,1971.20846618623
2230,5547.38278687312
2235,2152.78669430502
2236,1713.06930123209
2244,7052.91838398981
2248,1616.34660928067
2252,1501.17670493249
2254,1781.38391602589
2260,4959.64022056311
2263,1873.6317706719
2274,1426.06152893609
2277,1136.57860400008
2279,5692.99986562911
2280,11564.713568944
2283,3003.17105575499
2284,850.519738682249
2288,3342.59255267163
2292,2005.11295172441
2295,5105.35161478294
2296,1362.58889638979
2299,2298.34742382745
2315,4547.20832922035
2318,1687.50421016167
2329,9381.70779837851
2337,1412.25998168893
2340,1293.57879820899
2342,1557.40299327355
2347,2917.52903165454
2349,4251.60104735139
2354,1381.59633829757
2361,2140.81967480731
2370,1603.79704732333
2378,2597.43607075096
2382,3943.51182057045
2387,1462.79228356747
2389,1860.58936064864
2394,1573.93513996532
2396,1923.40484502292
2400,2723.71785767351
2407,2575.00588224035
2414,1185.25857962838
2415,1928.47246162666
2421,2288.48744046946
2427,1809.67662110707
2428,2384.33379426003
2430,2726.27442848428
2435,2162.40749811429
2445,4099.42549398918
2446,1669.91187591139
2447,1488.6496992404
2449,2258.21885891854
2451,1901.53746165831
2458,10342.4725438436
2462,8382.49427604592
2463,2716.75408338916
2467,2528.4696477571
2471,5504.16839618318
2475,2556.12971884612
2478,2638.0281932581
2483,4279.07666705715
2485,1202.68205115188
2487,1237.71745547813
2494,831.798116989891
2497,1683.44493624645
2499,1419.69122236291
2503,1721.50400607832
2513,3221.22666699284
2515,1897.71095718592
2522,1548.51180756387
2523,1598.65915593626
2528,2596.15846581988
2532,4631.31015241267
2536,1249.84163730734
2538,1706.98625872508
2539,1158.5449309459
2540,2407.73835511602
2545,5128.79876198905
2548,1133.6939775256
2549,1108.13438725229
2553,2088.50789002031
2563,1499.41653512485
2566,2700.24193534708
2574,1480.59271600575
2575,2486.41458403681
2584,2465.53288925329
2588,2545.43564280865
2589,1036.01996949144
2592,1840.76967206104
2596,1380.73305631637
2598,1760.47236045181
2602,1054.65677567478
2603,1728.04151179157
2607,2499.58966466284
2609,1702.03598126771
2611,5183.18179053362
2627,1649.11930282667
2628,1945.37393577806
2630,2882.29320439932
2633,2175.53470239487
2636,5402.873393291
2640,1119.47595003026
2641,1284.04176468552
2657,4351.31734798731
2659,1066.93668213732
2662,1275.36108040975
2663,1732.52400653335
2667,2157.23697216652
2670,1012.64445975648
2682,2206.25683058983
2694,3398.6239255633
2699,5480.71628957559
2700,2798.28994312527
2703,4730.9377126009
2708,2221.35896439254
2714,1068.23379254322
2725,878.893968744684
2726,1386.44170673347
2727,1354.17856454364
2732,2251.42031353705
2733,5486.74380424294
2736,4773.06775364606
2745,2071.66243541442
2760,1290.15138672235
2764,1849.49179690656
2765,6017.08780248348
2766,777.016328268684
2775,2008.19278184288
2783,1825.85887870581
2784,1336.62787063434
2786,2362.60398339078
2801,1380.01263337444
2803,1580.37547693781
2813,4945.18405661522
2815,6098.97526267695
2816,1715.30829229383
2818,2818.11646699495
2819,2485.80490565725
2822,1314.97463105603
2825,1769.07662953863
2826,1754.42590059342
2830,1782.18715665071
2834,1456.42261462605
2835,4248.22725128964
2856,2215.65852723012
2873,5380.64665427309
2886,4979.2960630102
2892,2178.73799252423
2896,1037.57219215219
2897,1255.93819707555
2899,2238.2771754315
2901,1206.859212944
2909,4765.71728368376
2914,3285.34557597887
2915,1296.71431349004
2916,2254.22851760547
2919,988.399021184056
2926,2745.73430133549
2927,2110.04943623448
2933,1663.30490625875
2934,2946.70903340683
2941,1900.43044260896
2942,1745.28819384236
2946,2674.53012343395
2949,1735.95594902923
2952,2003.60774661894
2957,9590.15619976731
2962,2057.43368536693
2963,1110.55684377382
2965,1972.53303522274
2966,6593.8586118635
2971,2194.97694468371
2975,850.698584788699
2979,1049.7957254962
2985,8402.91531397807
2995,2154.27928939314
2996,1428.83815844517
3001,3868.66592520666
3007,2889.98959987657
3008,1042.47871193532
3014,3474.15272881175
3017,10545.0435231676
3021,1281.01895202525
3025,2074.43823859399
3026,1250.28969378766
3034,2219.49732041002
3035,2484.84455870687
3044,2680.52625229387
3046,2813.55205958696
3047,4362.20758513366
3057,3301.37018644518
3059,5015.75277704521
3063,4201.93333642127
3065,1525.15727907913
3067,2484.66277168318
3069,1534.73189052322
3076,2979.09864045143
3086,1309.34105011221
3088,2119.91359654863
3090,1849.44782005539
3096,2725.73866068586
3100,1143.36550009006
3102,2005.30748406639
3103,2254.80786831533
3107,1289.84445660957
3118,1346.42910182316
3120,4566.45654058686
3123,2095.04832326445
3128,1252.97054947344
3132,1687.73913316948
3140,1441.66339328184
3152,2624.34581618381
3165,3003.12217961641
3183,1928.55568790406
3190,1156.93867778745
3197,1844.22033184665
3201,1353.45987337795
3203,1820.86018504752
3214,2525.14492672129
3219,1979.375842849
3220,1524.74684098314
3221,3745.71702073194
3229,1794.93688262204
3234,1230.89048480572
3235,3413.05653821994
3240,1980.47768111276
3241,1498.02493258123
3249,1856.36277391022
3254,1106.07632899001
3264,2737.21768939386
3266,1895.73935870054
3270,1103.60931646495
3282,1560.27211384108
3285,1683.16205708445
3289,1321.18113475143
3291,1680.87005897553
3295,1984.19893732253
3299,1002.93394566438
3302,1538.575934336
3303,5959.42387513967
3308,3290.60127224446
3309,3048.72098558412
3324,2426.17669646485
3327,4589.17054094777
3330,4002.834436326
3335,1248.50037033308
3339,2110.77655213432
3340,2390.810272127
3343,1550.35120504962
3350,3002.09289920995
3353,1605.47333454484
3356,7467.50093135325
3361,2733.16722208443
3368,1050.17182592026
